date;home_team;away_team;home_team_fifa_rank;away_team_fifa_rank;home_team_total_fifa_points;away_team_total_fifa_points;home_team_score;away_team_score;tournament;country;home_team_result;home_team_goalkeeper_score;away_team_goalkeeper_score;home_team_mean_defense_score;home_team_mean_offense_score;home_team_mean_midfield_score;away_team_mean_defense_score;away_team_mean_offense_score;away_team_mean_midfield_score
01/07/2006;England;Portugal;10;7;0;0;0;0;FIFA World Cup;Germany;Lose;87.0;83.0;89.5;90.0;88.2;85.5;81.0;89.0
30/06/2006;Germany;Argentina;19;9;0;0;1;1;FIFA World Cup;Germany;Win;93.0;87.0;86.2;85.0;86.0;86.5;86.0;87.0
27/06/2006;Brazil;Ghana;1;48;0;0;3;0;FIFA World Cup;Germany;Win;91.0;;88.0;92.7;92.0;75.5;73.3;77.0
27/06/2006;Spain;France;5;8;0;0;1;3;FIFA World Cup;Germany;Lose;95.0;90.0;87.5;88.7;89.2;87.5;91.0;89.0
25/06/2006;England;Ecuador;10;39;0;0;1;0;FIFA World Cup;Germany;Win;87.0;;89.5;90.0;88.2;;;
25/06/2006;Portugal;Netherlands;7;3;0;0;1;0;FIFA World Cup;Germany;Win;83.0;86.0;85.5;81.0;89.0;84.0;91.0;85.2
24/06/2006;Argentina;Mexico;9;4;0;0;2;1;FIFA World Cup;Germany;Win;87.0;83.0;86.5;86.0;87.0;77.0;80.3;75.2
23/06/2006;Saudi Arabia;Spain;34;5;0;0;0;1;FIFA World Cup;Germany;Lose;;95.0;;;;87.5;88.7;89.2
23/06/2006;Switzerland;South Korea;35;29;0;0;2;0;FIFA World Cup;Germany;Win;75.0;76.0;78.8;77.7;77.0;76.0;79.3;75.0
22/06/2006;Croatia;Australia;23;42;0;0;2;2;FIFA World Cup;Germany;Draw;77.0;83.0;82.5;82.0;77.5;72.8;76.3;78.8
22/06/2006;Ghana;USA;48;5;0;0;2;1;FIFA World Cup;Germany;Win;;84.0;75.5;73.3;77.0;77.2;76.7;78.5
22/06/2006;Japan;Brazil;18;1;0;0;1;4;FIFA World Cup;Germany;Lose;;91.0;;70.3;74.8;88.0;92.7;92.0
21/06/2006;Netherlands;Argentina;3;9;0;0;0;0;FIFA World Cup;Germany;Draw;86.0;87.0;84.0;91.0;85.2;86.5;86.0;87.0
21/06/2006;Portugal;Mexico;7;4;0;0;2;1;FIFA World Cup;Germany;Win;83.0;83.0;85.5;81.0;89.0;77.0;80.3;75.2
20/06/2006;Costa Rica;Poland;26;29;0;0;1;2;FIFA World Cup;Germany;Lose;72.0;88.0;69.5;70.0;68.8;78.2;82.0;76.2
20/06/2006;Germany;Ecuador;19;39;0;0;3;0;FIFA World Cup;Germany;Win;93.0;;86.2;85.0;86.0;;;
19/06/2006;Spain;Tunisia;5;21;0;0;3;1;FIFA World Cup;Germany;Win;95.0;67.0;87.5;88.7;89.2;71.5;70.7;73.0
18/06/2006;Brazil;Australia;1;42;0;0;2;0;FIFA World Cup;Germany;Win;91.0;83.0;88.0;92.7;92.0;72.8;76.3;78.8
18/06/2006;France;South Korea;8;29;0;0;1;1;FIFA World Cup;Germany;Draw;90.0;76.0;87.5;91.0;89.0;76.0;79.3;75.0
18/06/2006;Japan;Croatia;18;23;0;0;0;0;FIFA World Cup;Germany;Draw;;77.0;;70.3;74.8;82.5;82.0;77.5
17/06/2006;Portugal;Iran;7;23;0;0;2;0;FIFA World Cup;Germany;Win;83.0;;85.5;81.0;89.0;;71.3;73.8
16/06/2006;Argentina;Serbia;9;47;0;0;6;0;FIFA World Cup;Germany;Win;87.0;75.0;86.5;86.0;87.0;78.5;82.3;81.5
15/06/2006;Ecuador;Costa Rica;39;26;0;0;3;0;FIFA World Cup;Germany;Win;;72.0;;;;69.5;70.0;68.8
14/06/2006;Germany;Poland;19;29;0;0;1;0;FIFA World Cup;Germany;Win;93.0;88.0;86.2;85.0;86.0;78.2;82.0;76.2
14/06/2006;Tunisia;Saudi Arabia;21;34;0;0;2;2;FIFA World Cup;Germany;Draw;67.0;;71.5;70.7;73.0;;;
13/06/2006;Brazil;Croatia;1;23;0;0;1;0;FIFA World Cup;Germany;Win;91.0;77.0;88.0;92.7;92.0;82.5;82.0;77.5
13/06/2006;France;Switzerland;8;35;0;0;0;0;FIFA World Cup;Germany;Draw;90.0;75.0;87.5;91.0;89.0;78.8;77.7;77.0
12/06/2006;Australia;Japan;42;18;0;0;3;1;FIFA World Cup;Germany;Win;83.0;;72.8;76.3;78.8;;70.3;74.8
11/06/2006;Mexico;Iran;4;23;0;0;3;1;FIFA World Cup;Germany;Win;83.0;;77.0;80.3;75.2;;71.3;73.8
11/06/2006;Serbia;Netherlands;47;3;0;0;0;1;FIFA World Cup;Germany;Lose;75.0;86.0;78.5;82.3;81.5;84.0;91.0;85.2
09/06/2006;Germany;Costa Rica;19;26;0;0;4;2;FIFA World Cup;Germany;Win;93.0;72.0;86.2;85.0;86.0;69.5;70.0;68.8
09/06/2006;Poland;Ecuador;29;39;0;0;0;2;FIFA World Cup;Germany;Lose;88.0;;78.2;82.0;76.2;;;
07/06/2006;Spain;Croatia;5;23;0;0;2;1;Friendly;Switzerland;Win;95.0;77.0;87.5;88.7;89.2;82.5;82.0;77.5
04/06/2006;Ghana;South Korea;48;29;0;0;3;1;Friendly;Scotland;Win;;76.0;75.5;73.3;77.0;76.0;79.3;75.0
04/06/2006;Netherlands;Australia;3;42;0;0;1;1;Friendly;Netherlands;Draw;86.0;83.0;84.0;91.0;85.2;72.8;76.3;78.8
03/06/2006;Croatia;Poland;23;29;0;0;0;1;Friendly;Germany;Lose;77.0;88.0;82.5;82.0;77.5;78.2;82.0;76.2
02/06/2006;Tunisia;Uruguay;21;22;0;0;0;0;Friendly;Tunisia;Draw;67.0;82.0;71.5;70.7;73.0;79.0;83.7;80.0
01/06/2006;Netherlands;Mexico;3;4;0;0;2;1;Friendly;Netherlands;Win;86.0;83.0;84.0;91.0;85.2;77.0;80.3;75.2
31/05/2006;France;Denmark;8;11;0;0;2;0;Friendly;France;Win;90.0;81.0;87.5;91.0;89.0;79.0;81.7;80.5
30/05/2006;Germany;Japan;19;18;0;0;2;2;Friendly;Germany;Draw;93.0;;86.2;85.0;86.0;;70.3;74.8
28/05/2006;Croatia;Iran;23;23;0;0;2;2;Friendly;Croatia;Draw;77.0;;82.5;82.0;77.5;;71.3;73.8
27/05/2006;France;Mexico;8;4;0;0;1;0;Friendly;France;Win;90.0;83.0;87.5;91.0;89.0;77.0;80.3;75.2
27/05/2006;Netherlands;Cameroon;3;15;0;0;1;0;Friendly;Netherlands;Win;86.0;84.0;84.0;91.0;85.2;80.0;83.3;76.2
27/05/2006;Serbia;Uruguay;47;22;0;0;1;1;Friendly;Serbia and Montenegro;Draw;75.0;82.0;78.5;82.3;81.5;79.0;83.7;80.0
23/05/2006;South Korea;Senegal;29;28;0;0;1;1;Friendly;South Korea;Draw;76.0;75.0;76.0;79.3;75.0;76.5;79.0;76.2
23/05/2006;USA;Morocco;5;36;0;0;0;1;Friendly;USA;Lose;84.0;63.0;77.2;76.7;78.5;73.5;76.0;71.5
11/05/2006;Belgium;Saudi Arabia;56;34;0;0;2;1;Friendly;Netherlands;Win;74.0;;81.2;79.7;76.2;;;
30/03/2006;Japan;Ecuador;18;38;0;0;1;0;Friendly;Japan;Win;;;;70.3;74.8;;;
28/03/2006;Saudi Arabia;Poland;34;26;0;0;1;2;Friendly;Saudi Arabia;Lose;;88.0;;;;78.2;82.0;76.2
22/03/2006;Germany;USA;22;5;0;0;4;1;Friendly;Germany;Win;93.0;84.0;86.2;85.0;86.0;77.2;76.7;78.5
01/03/2006;Argentina;Croatia;4;23;0;0;2;3;Friendly;Switzerland;Lose;87.0;77.0;86.5;86.0;87.0;82.5;82.0;77.5
01/03/2006;England;Uruguay;9;21;0;0;2;1;Friendly;England;Win;87.0;82.0;89.5;90.0;88.2;79.0;83.7;80.0
01/03/2006;Iran;Costa Rica;22;25;0;0;3;2;Friendly;Iran;Win;;72.0;;71.3;73.8;69.5;70.0;68.8
01/03/2006;Mexico;Ghana;6;48;0;0;1;0;Friendly;USA;Win;83.0;;77.0;80.3;75.2;75.5;73.3;77.0
01/03/2006;Netherlands;Ecuador;3;38;0;0;1;0;Friendly;Netherlands;Win;86.0;;84.0;91.0;85.2;;;
01/03/2006;Poland;USA;26;6;0;0;0;1;Friendly;Germany;Lose;88.0;84.0;78.2;82.0;76.2;77.2;76.7;78.5
01/03/2006;Saudi Arabia;Portugal;35;10;0;0;0;3;Friendly;Germany;Lose;;83.0;;;;85.5;81.0;89.0
01/03/2006;Tunisia;Serbia;23;47;0;0;0;1;Friendly;Tunisia;Lose;67.0;75.0;71.5;70.7;73.0;78.5;82.3;81.5
15/02/2006;Mexico;South Korea;6;31;0;0;0;1;Friendly;USA;Lose;83.0;76.0;77.0;80.3;75.2;76.0;79.3;75.0
11/02/2006;Costa Rica;South Korea;21;29;0;0;1;0;Friendly;USA;Win;72.0;76.0;69.5;70.0;68.8;76.0;79.3;75.0
10/02/2006;USA;Japan;7;15;0;0;3;2;Friendly;USA;Win;84.0;;77.2;76.7;78.5;;70.3;74.8
29/01/2006;South Korea;Croatia;29;20;0;0;2;0;Lunar New Year Cup;Hong Kong;Win;76.0;77.0;76.0;79.3;75.0;82.5;82.0;77.5
27/01/2006;Ghana;Senegal;50;30;0;0;1;0;African Cup of Nations;Egypt;Win;;75.0;75.5;73.3;77.0;76.5;79.0;76.2
22/01/2006;USA;Canada;7;84;0;0;0;0;Friendly;USA;Draw;84.0;73.0;77.2;76.7;78.5;68.8;72.7;70.0
15/01/2006;Tunisia;Ghana;28;50;0;0;2;0;Friendly;Tunisia;Win;67.0;;71.5;70.7;73.0;75.5;73.3;77.0
27/12/2005;Ecuador;Senegal;37;30;0;0;1;2;Friendly;Egypt;Lose;;75.0;;;;76.5;79.0;76.2
16/11/2005;Australia;Uruguay;54;17;0;0;1;0;FIFA World Cup qualification;Australia;Win;83.0;82.0;72.8;76.3;78.8;79.0;83.7;80.0
16/11/2005;Qatar;Argentina;77;4;0;0;0;3;Friendly;Qatar;Lose;;87.0;;;;86.5;86.0;87.0
15/11/2005;Morocco;Cameroon;35;23;0;0;0;0;Friendly;France;Draw;63.0;84.0;73.5;76.0;71.5;80.0;83.3;76.2
14/11/2005;Saudi Arabia;Ghana;31;51;0;0;1;3;Friendly;Saudi Arabia;Lose;;;;;;75.5;73.3;77.0
13/11/2005;Ecuador;Poland;36;23;0;0;0;3;Friendly;Spain;Lose;;88.0;;;;78.2;82.0;76.2
12/11/2005;England;Argentina;9;4;0;0;3;2;Friendly;Switzerland;Win;87.0;87.0;89.5;90.0;88.2;86.5;86.0;87.0
12/11/2005;France;Germany;5;15;0;0;0;0;Friendly;France;Draw;90.0;93.0;87.5;91.0;89.0;86.2;85.0;86.0
12/11/2005;Portugal;Croatia;9;19;0;0;2;0;Friendly;Portugal;Win;83.0;77.0;85.5;81.0;89.0;82.5;82.0;77.5
12/11/2005;Uruguay;Australia;17;54;0;0;1;0;FIFA World Cup qualification;Uruguay;Win;82.0;83.0;79.0;83.7;80.0;72.8;76.3;78.8
09/11/2005;France;Costa Rica;5;20;0;0;3;2;Friendly;Martinique;Win;90.0;72.0;87.5;91.0;89.0;69.5;70.0;68.8
26/10/2005;Mexico;Uruguay;6;17;0;0;3;1;Friendly;Mexico;Win;83.0;82.0;77.0;80.3;75.2;79.0;83.7;80.0
12/10/2005;England;Poland;11;17;0;0;2;1;FIFA World Cup qualification;England;Win;87.0;88.0;89.5;90.0;88.2;78.2;82.0;76.2
12/10/2005;South Korea;Iran;26;18;0;0;2;0;Friendly;South Korea;Win;76.0;;76.0;79.3;75.0;;71.3;73.8
12/10/2005;Uruguay;Argentina;25;3;0;0;1;0;FIFA World Cup qualification;Uruguay;Win;82.0;87.0;79.0;83.7;80.0;86.5;86.0;87.0
08/10/2005;Belgium;Spain;47;8;0;0;0;2;FIFA World Cup qualification;Belgium;Lose;74.0;95.0;81.2;79.7;76.2;87.5;88.7;89.2
08/10/2005;Costa Rica;USA;19;7;0;0;3;0;FIFA World Cup qualification;Costa Rica;Win;72.0;84.0;69.5;70.0;68.8;77.2;76.7;78.5
08/10/2005;Ecuador;Uruguay;33;25;0;0;0;0;FIFA World Cup qualification;Ecuador;Draw;;82.0;;;;79.0;83.7;80.0
08/10/2005;Switzerland;France;38;6;0;0;1;1;FIFA World Cup qualification;Switzerland;Draw;75.0;90.0;78.8;77.7;77.0;87.5;91.0;89.0
08/10/2005;Tunisia;Morocco;23;36;0;0;2;2;FIFA World Cup qualification;Tunisia;Draw;67.0;63.0;71.5;70.7;73.0;73.5;76.0;71.5
07/09/2005;Poland;Wales;22;83;0;0;1;0;FIFA World Cup qualification;Poland;Win;88.0;74.0;78.2;82.0;76.2;72.8;77.7;77.2
03/09/2005;Spain;Canada;8;84;0;0;2;1;Friendly;Spain;Win;95.0;73.0;87.5;88.7;89.2;68.8;72.7;70.0
03/09/2005;USA;Mexico;6;5;0;0;2;0;FIFA World Cup qualification;USA;Win;84.0;83.0;77.2;76.7;78.5;77.0;80.3;75.2
03/09/2005;Wales;England;83;7;0;0;0;1;FIFA World Cup qualification;Wales;Lose;74.0;87.0;72.8;77.7;77.2;89.5;90.0;88.2
17/08/2005;Croatia;Brazil;20;1;0;0;1;1;Friendly;Croatia;Draw;77.0;93.0;80.5;78.7;79.0;89.0;92.3;89.8
17/08/2005;Denmark;England;18;7;0;0;4;1;Friendly;Denmark;Win;82.0;88.0;79.5;85.0;81.5;90.5;88.7;91.2
17/08/2005;Japan;Iran;17;15;0;0;2;1;FIFA World Cup qualification;Japan;Win;59.0;;;;75.8;;;
17/08/2005;South Korea;Saudi Arabia;23;27;0;0;0;1;FIFA World Cup qualification;South Korea;Lose;76.0;;75.8;76.7;72.8;;;
17/08/2005;Mexico;Costa Rica;5;21;0;0;2;0;FIFA World Cup qualification;Mexico;Win;78.0;72.0;76.0;71.7;76.2;69.5;72.7;70.5
17/08/2005;Netherlands;Germany;3;11;0;0;2;2;Friendly;Netherlands;Draw;93.0;94.0;85.0;93.0;87.0;87.5;82.7;87.5
17/08/2005;Senegal;Ghana;40;70;0;0;0;0;Friendly;England;Draw;75.0;;71.8;76.3;74.5;77.2;72.7;75.2
17/08/2005;Spain;Uruguay;8;25;0;0;2;0;Friendly;Spain;Win;94.0;74.0;86.5;89.3;89.5;75.5;83.0;78.8
07/08/2005;South Korea;Japan;21;13;0;0;0;1;EAFF Championship;South Korea;Lose;76.0;59.0;75.8;76.7;72.8;;;75.8
12/07/2005;USA;Costa Rica;10;24;0;0;0;0;Gold Cup;USA;Draw;89.0;72.0;78.2;80.0;82.0;69.5;72.7;70.5
09/07/2005;USA;Canada;10;85;0;0;2;0;Gold Cup;USA;Win;89.0;82.0;78.2;80.0;82.0;71.8;73.7;68.8
07/07/2005;Canada;Costa Rica;85;24;0;0;0;1;Gold Cup;USA;Lose;82.0;72.0;71.8;73.7;68.8;69.5;72.7;70.5
29/06/2005;Brazil;Argentina;1;3;0;0;4;1;Confederations Cup;Germany;Win;93.0;78.0;89.0;92.3;89.8;87.0;87.0;88.5
29/06/2005;Germany;Mexico;21;6;0;0;4;3;Confederations Cup;Germany;Win;94.0;78.0;87.5;82.7;87.5;76.0;71.7;76.2
26/06/2005;Mexico;Argentina;6;3;0;0;1;1;Confederations Cup;Germany;Lose;78.0;78.0;76.0;71.7;76.2;87.0;87.0;88.5
25/06/2005;Germany;Brazil;21;1;0;0;2;3;Confederations Cup;Germany;Lose;94.0;93.0;87.5;82.7;87.5;89.0;92.3;89.8
22/06/2005;Japan;Brazil;18;1;0;0;2;2;Confederations Cup;Germany;Draw;59.0;93.0;;;75.8;89.0;92.3;89.8
21/06/2005;Australia;Tunisia;57;38;0;0;0;2;Confederations Cup;Germany;Lose;83.0;51.0;74.2;80.3;76.5;67.5;71.0;72.5
21/06/2005;Germany;Argentina;21;3;0;0;2;2;Confederations Cup;Germany;Draw;94.0;78.0;87.5;82.7;87.5;87.0;87.0;88.5
19/06/2005;Mexico;Brazil;6;1;0;0;1;0;Confederations Cup;Germany;Win;78.0;93.0;76.0;71.7;76.2;89.0;92.3;89.8
18/06/2005;Australia;Argentina;57;3;0;0;2;4;Confederations Cup;Germany;Lose;83.0;78.0;74.2;80.3;76.5;87.0;87.0;88.5
18/06/2005;Germany;Tunisia;21;38;0;0;3;0;Confederations Cup;Germany;Win;94.0;51.0;87.5;82.7;87.5;67.5;71.0;72.5
16/06/2005;Japan;Mexico;18;6;0;0;1;2;Confederations Cup;Germany;Lose;59.0;78.0;;;75.8;76.0;71.7;76.2
15/06/2005;Argentina;Tunisia;3;38;0;0;2;1;Confederations Cup;Germany;Win;78.0;51.0;87.0;87.0;88.5;67.5;71.0;72.5
15/06/2005;Germany;Australia;21;57;0;0;4;3;Confederations Cup;Germany;Win;94.0;83.0;87.5;82.7;87.5;74.2;80.3;76.5
08/06/2005;Argentina;Brazil;3;1;0;0;3;1;FIFA World Cup qualification;Argentina;Win;78.0;93.0;87.0;87.0;88.5;89.0;92.3;89.8
04/06/2005;Ecuador;Argentina;34;3;0;0;2;0;FIFA World Cup qualification;Ecuador;Win;;78.0;64.5;;;87.0;87.0;88.5
04/06/2005;USA;Costa Rica;10;21;0;0;3;0;FIFA World Cup qualification;USA;Win;89.0;72.0;78.2;80.0;82.0;69.5;72.7;70.5
28/05/2005;USA;England;10;6;0;0;1;2;Friendly;USA;Lose;89.0;88.0;78.2;80.0;82.0;90.5;88.7;91.2
27/04/2005;Mexico;Poland;8;25;0;0;1;1;Friendly;USA;Draw;78.0;83.0;76.0;71.7;76.2;78.0;80.3;78.0
30/03/2005;Uruguay;Brazil;15;1;0;0;1;1;FIFA World Cup qualification;Uruguay;Draw;74.0;93.0;75.5;83.0;78.8;89.0;92.3;89.8
27/03/2005;Mexico;USA;6;10;0;0;2;1;FIFA World Cup qualification;Mexico;Win;78.0;89.0;76.0;71.7;76.2;78.2;80.0;82.0
26/03/2005;France;Switzerland;2;49;0;0;0;0;FIFA World Cup qualification;France;Draw;90.0;75.0;88.0;93.0;93.2;80.2;77.0;78.2
26/03/2005;Portugal;Canada;9;84;0;0;4;1;Friendly;Portugal;Win;82.0;82.0;86.8;84.3;87.2;71.8;73.7;68.8
25/03/2005;Iran;Japan;20;18;0;0;2;1;FIFA World Cup qualification;Iran;Win;;59.0;;;;;;75.8
25/03/2005;Saudi Arabia;South Korea;30;22;0;0;2;0;FIFA World Cup qualification;Saudi Arabia;Win;;76.0;;;;75.8;76.7;72.8
09/03/2005;Mexico;Argentina;6;3;0;0;1;1;Friendly;USA;Draw;78.0;78.0;76.0;71.7;76.2;87.0;87.0;88.5
16/02/2005;Costa Rica;Ecuador;27;37;0;0;1;2;Friendly;Costa Rica;Lose;72.0;;69.5;72.7;70.5;64.5;;
09/02/2005;Cameroon;Senegal;23;30;0;0;1;0;Friendly;France;Win;74.0;75.0;81.2;80.3;78.5;71.8;76.3;74.5
09/02/2005;Costa Rica;Mexico;27;7;0;0;1;2;FIFA World Cup qualification;Costa Rica;Lose;72.0;78.0;69.5;72.7;70.5;76.0;71.7;76.2
09/02/2005;England;Netherlands;8;6;0;0;0;0;Friendly;England;Draw;88.0;93.0;90.5;88.7;91.2;85.0;93.0;87.0
09/02/2005;Germany;Argentina;16;3;0;0;2;2;Friendly;Germany;Draw;94.0;78.0;87.5;82.7;87.5;87.0;87.0;88.5
19/12/2004;South Korea;Germany;24;16;0;0;3;1;Friendly;South Korea;Win;76.0;94.0;75.8;76.7;72.8;87.5;82.7;87.5
16/12/2004;Japan;Germany;17;16;0;0;0;3;Friendly;Japan;Lose;59.0;94.0;;;75.8;87.5;82.7;87.5
17/11/2004;Ecuador;Brazil;44;1;0;0;1;0;FIFA World Cup qualification;Ecuador;Win;;93.0;64.5;;;89.0;92.3;89.8
17/11/2004;France;Poland;2;26;0;0;0;0;Friendly;France;Draw;90.0;83.0;88.0;93.0;93.2;78.0;80.3;78.0
17/11/2004;Germany;Cameroon;16;22;0;0;3;0;Friendly;Germany;Win;94.0;74.0;87.5;82.7;87.5;81.2;80.3;78.5
17/11/2004;Spain;England;4;7;0;0;1;0;Friendly;Spain;Win;94.0;88.0;86.5;89.3;89.5;90.5;88.7;91.2
27/10/2004;Mexico;Ecuador;10;48;0;0;2;1;Friendly;USA;Win;78.0;;76.0;71.7;76.2;64.5;;
13/10/2004;Canada;Costa Rica;95;32;0;0;1;3;FIFA World Cup qualification;Canada;Lose;82.0;72.0;71.8;73.7;68.8;69.5;72.7;70.5
13/10/2004;Qatar;Iran;62;20;0;0;2;3;FIFA World Cup qualification;Qatar;Lose;;;;;;;;
13/10/2004;Wales;Poland;57;29;0;0;2;3;FIFA World Cup qualification;Wales;Lose;72.0;83.0;71.5;79.3;80.5;78.0;80.3;78.0
09/10/2004;Argentina;Uruguay;3;17;0;0;4;2;FIFA World Cup qualification;Argentina;Win;78.0;74.0;87.0;87.0;88.5;75.5;83.0;78.8
09/10/2004;England;Wales;7;57;0;0;2;0;FIFA World Cup qualification;England;Win;88.0;72.0;90.5;88.7;91.2;71.5;79.3;80.5
09/10/2004;Iran;Germany;20;13;0;0;0;2;Friendly;Iran;Lose;;94.0;;;;87.5;82.7;87.5
09/10/2004;Spain;Belgium;4;35;0;0;2;0;FIFA World Cup qualification;Spain;Win;94.0;75.0;86.5;89.3;89.5;81.0;78.0;77.2
08/09/2004;Costa Rica;Canada;33;99;0;0;1;0;FIFA World Cup qualification;Costa Rica;Win;72.0;82.0;69.5;72.7;70.5;71.8;73.7;68.8
08/09/2004;Germany;Brazil;11;1;0;0;1;1;Friendly;Germany;Draw;94.0;93.0;87.5;82.7;87.5;89.0;92.3;89.8
08/09/2004;Poland;England;29;7;0;0;1;2;FIFA World Cup qualification;Poland;Lose;83.0;88.0;78.0;80.3;78.0;90.5;88.7;91.2
05/09/2004;Uruguay;Ecuador;19;42;0;0;1;0;FIFA World Cup qualification;Uruguay;Win;74.0;;75.5;83.0;78.8;64.5;;
04/09/2004;Morocco;Tunisia;33;36;0;0;1;1;FIFA World Cup qualification;Morocco;Draw;68.0;51.0;75.2;73.7;71.0;67.5;71.0;72.5
18/08/2004;Japan;Argentina;20;4;0;0;1;2;Friendly;Japan;Lose;;;;;;;;
18/08/2004;Poland;Denmark;28;15;0;0;1;5;Friendly;Poland;Lose;;;;;;;;
31/07/2004;South Korea;Iran;20;21;0;0;3;4;AFC Asian Cup;China PR;Lose;;;;;;;;
28/07/2004;Japan;Iran;24;21;0;0;0;0;AFC Asian Cup;China PR;Draw;;;;;;;;
25/07/2004;Argentina;Brazil;11;1;0;0;2;2;Copa América;Peru;Lose;;;;;;;;
21/07/2004;Uruguay;Brazil;32;1;0;0;1;1;Copa América;Peru;Lose;;;;;;;;
18/07/2004;Mexico;Brazil;6;1;0;0;0;4;Copa América;Peru;Lose;;;;;;;;
13/07/2004;Argentina;Uruguay;11;32;0;0;4;2;Copa América;Peru;Win;;;;;;;;
13/07/2004;Mexico;Ecuador;6;37;0;0;2;1;Copa América;Peru;Win;;;;;;;;
11/07/2004;Brazil;Costa Rica;1;29;0;0;4;1;Copa América;Peru;Win;;;;;;;;
11/07/2004;USA;Poland;7;27;0;0;1;1;Friendly;USA;Draw;;;;;;;;
10/07/2004;Argentina;Mexico;11;6;0;0;0;1;Copa América;Peru;Lose;;;;;;;;
10/07/2004;Uruguay;Ecuador;32;37;0;0;2;1;Copa América;Peru;Win;;;;;;;;
07/07/2004;Argentina;Ecuador;11;37;0;0;6;1;Copa América;Peru;Win;;;;;;;;
07/07/2004;Mexico;Uruguay;6;32;0;0;2;2;Copa América;Peru;Draw;;;;;;;;
30/06/2004;Portugal;Netherlands;22;5;0;0;2;1;UEFA Euro;Portugal;Win;;;;;;;;
24/06/2004;Portugal;England;22;13;0;0;2;2;UEFA Euro;Portugal;Win;;;;;;;;
21/06/2004;Croatia;England;20;13;0;0;2;4;UEFA Euro;Portugal;Lose;;;;;;;;
21/06/2004;Switzerland;France;47;2;0;0;1;3;UEFA Euro;Portugal;Lose;;;;;;;;
20/06/2004;Portugal;Spain;22;3;0;0;1;0;UEFA Euro;Portugal;Win;;;;;;;;
17/06/2004;Croatia;France;20;2;0;0;2;2;UEFA Euro;Portugal;Draw;;;;;;;;
17/06/2004;England;Switzerland;13;47;0;0;3;0;UEFA Euro;Portugal;Win;;;;;;;;
15/06/2004;Germany;Netherlands;8;5;0;0;1;1;UEFA Euro;Portugal;Draw;;;;;;;;
13/06/2004;France;England;2;13;0;0;2;1;UEFA Euro;Portugal;Win;;;;;;;;
13/06/2004;Switzerland;Croatia;47;20;0;0;0;0;UEFA Euro;Portugal;Draw;;;;;;;;
05/06/2004;Denmark;Croatia;14;25;0;0;1;2;Friendly;Denmark;Lose;;;;;;;;
02/06/2004;Brazil;Argentina;1;5;0;0;3;1;FIFA World Cup qualification;Brazil;Win;;;;;;;;
02/06/2004;Switzerland;Germany;47;9;0;0;0;2;Friendly;Switzerland;Lose;;;;;;;;
01/06/2004;England;Japan;12;25;0;0;1;1;Friendly;England;Draw;;;;;;;;
30/05/2004;Wales;Canada;66;93;0;0;1;0;Friendly;Wales;Win;;;;;;;;
29/05/2004;Netherlands;Belgium;4;17;0;0;0;1;Friendly;Netherlands;Lose;;;;;;;;
20/05/2004;France;Brazil;2;1;0;0;0;0;Friendly;France;Draw;;;;;;;;
28/04/2004;Morocco;Argentina;30;5;0;0;0;1;Friendly;Morocco;Lose;;;;;;;;
28/04/2004;USA;Mexico;11;4;0;0;1;0;Friendly;USA;Win;;;;;;;;
31/03/2004;Germany;Belgium;10;16;0;0;3;0;Friendly;Germany;Win;;;;;;;;
31/03/2004;Mexico;Costa Rica;5;18;0;0;2;0;Friendly;USA;Win;;;;;;;;
31/03/2004;Netherlands;France;4;2;0;0;0;0;Friendly;Netherlands;Draw;;;;;;;;
31/03/2004;Poland;USA;24;12;0;0;0;1;Friendly;Poland;Lose;;;;;;;;
31/03/2004;Spain;Denmark;3;14;0;0;2;0;Friendly;Spain;Win;;;;;;;;
30/03/2004;Argentina;Ecuador;6;40;0;0;1;0;FIFA World Cup qualification;Argentina;Win;;;;;;;;
10/03/2004;Mexico;Ecuador;5;40;0;0;2;1;Friendly;Mexico;Win;;;;;;;;
18/02/2004;Belgium;France;16;2;0;0;0;2;Friendly;Belgium;Lose;;;;;;;;
18/02/2004;Croatia;Germany;19;12;0;0;1;2;Friendly;Croatia;Lose;;;;;;;;
18/02/2004;Iran;Qatar;31;58;0;0;3;1;FIFA World Cup qualification;Iran;Win;;;;;;;;
18/02/2004;Morocco;Switzerland;33;45;0;0;2;1;Friendly;Morocco;Win;;;;;;;;
18/02/2004;Netherlands;USA;4;11;0;0;1;0;Friendly;Netherlands;Win;;;;;;;;
18/02/2004;Portugal;England;17;7;0;0;1;1;Friendly;Portugal;Draw;;;;;;;;
14/02/2004;Tunisia;Morocco;45;38;0;0;2;1;African Cup of Nations;Tunisia;Win;;;;;;;;
07/02/2004;Tunisia;Senegal;45;33;0;0;1;0;African Cup of Nations;Tunisia;Win;;;;;;;;
29/12/2003;Saudi Arabia;Qatar;26;65;0;0;0;0;Gulf Cup;Kuwait;Draw;;;;;;;;
10/12/2003;Japan;South Korea;28;22;0;0;0;0;EAFF Championship;Japan;Draw;;;;;;;;
19/11/2003;Brazil;Uruguay;1;20;0;0;3;3;FIFA World Cup qualification;Brazil;Draw;;;;;;;;
19/11/2003;Japan;Cameroon;28;14;0;0;0;0;Friendly;Japan;Draw;;;;;;;;
16/11/2003;England;Denmark;6;14;0;0;2;3;Friendly;England;Lose;;;;;;;;
15/11/2003;Germany;France;7;2;0;0;0;3;Friendly;Germany;Lose;;;;;;;;
